논문번호,논문제목,논문사번,논문저자,논문게재일,논문게재지
"1,036",Systematic realization of double-zero-index phononic crystals with hard inclusions,01061,"현재엽,최원재,왕세명,박춘수,김미소",2018-12-01,SCIENTIFIC REPORTS
"1,037",T1 Relaxation Measurement of Ex-Vivo Breast Cancer Tissues at Ultralow Magnetic Fields,00959,"심정현,이성주,정용식,김구상,김기웅,황성민,유권규,임상현,한재호,임현이,김장희",2015-01-29,BIOMED RESEARCH INTERNATIONAL
"1,038",TDDFT and MS-CASPT2 study of the excited states of para-methoxymethylcinnamate,01008,"문지원,백희현,임정식,김중한",2018-02-14,BULLETIN OF THE KOREAN CHEMICAL SOCIETY
"1,039",Temperature and Heat Flow Rate Calibration of a Calvet Calorimeter from 0  C to 190  C,01056,"김대호,이주현,권수용",2017-12-01,International Journal of Thermophysics
"1,040",Temperature and Heat Flow Rate Calibration of a Calvet Calorimeter from 0  C to 190  C,01010,"김대호,이주현,권수용",2017-12-01,International Journal of Thermophysics
"1,041",Temperature dependence of the thermoelectric inhomogeneity for type B thermocouples from 180 °c to 960 °c,00754,"김용규,이영희,정욱철",2017-03-15,MEASUREMENT SCIENCE AND TECHNOLOGY
"1,042",Temperature determination of the Si-SiC eutectic fixed point using thermocouples,00754,"외부,김용규,정욱철,양인석",2015-03-24,METROLOGIA
"1,043",Temperature-dependent structural behavior of mixed-metal hydroxides in air,00880,"이윤희,김기복,DH Gregory,김용일",2015-05-20,MATERIALS LETTERS
"1,044",Temperature-dependent structural behavior of mixed-metal hydroxides in air,00686,"이윤희,김기복,DH Gregory,김용일",2015-05-20,MATERIALS LETTERS
"1,045",Template Synthesis of Nanoporous TiO2 Ceramic Using Bamboo charcoal,00902,"김남운,김재홍,김대한,류현,이정태,유현웅",2017-10-01,JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY
"1,046",Template-Free Electrochemical Growth of Ni-decorated ZnO Nanorod Array: Application to an Anode of Lithium Ion Battery,01068,"박선화,박한나,신정호,정수환,송재용",2019-06-06,Frontiers in Chemistry
"1,047",Template-Free Electrochemical Growth of Ni-decorated ZnO Nanorod Array: Application to an Anode of Lithium Ion Battery,00889,"박선화,박한나,신정호,정수환,송재용",2019-06-06,Frontiers in Chemistry
"1,048",TEMPO-Assisted Free Radical-Initiated Peptide Sequencing Mass Spectrometry (FRIPS MS) in Q-TOF and Orbitrap Mass Spectrometers: Single-Step Peptide Backbone Dissociations in Positive Ion Mode,01047,"이선영,장인애,황보송,강덕진,이후근,김준곤,문봉진,오한빈",2017-01-31,JOURNAL OF THE AMERICAN SOCIETY FOR MASS SPECTROMETRY
"1,049",Texture evolution of rolled Mg-3Al-1Zn alloy undergoing a {10-12} twinning dominant strain path change,00953,"박성혁,홍성구,이정훈,허용학",2015-10-15,Journal of Alloys and Compounds
"1,050",The effect of ventilation on reducing the concentration of hazardous substances in the indoor air of a Koren living environment,00691,"김현주,김진석,이종만,김달호",2020-02-25,분석과학 (ANALYTICAL SCIENCE & TECHNOLOGY)
"1,051",The Effects of Theramal Decomposition of Tetrakis-ethylmethylaminohafnium(TEMAHf) Precursors on HfO2 Film Growth using Atomic Layer Deposition,00840,"김진태,오남근,안종기,강고루,김소연,윤주영",2016-05-17,한국진공학회지
"1,052",The Establishment of High DC Shunt Calibration System at KRISS and Comparison With NRC,00649,"김규태,정재갑,이영섭,Eddy So,D. Bennett",2015-06-01,IEEE T INSTRUM MEAS
"1,053",The Establishment of High DC Shunt Calibration System at KRISS and Comparison With NRC,00814,"김규태,정재갑,이영섭,Eddy So,D. Bennett",2015-06-01,IEEE T INSTRUM MEAS
"1,054",THE FINAL REPORT FOR APMP.M.M-K6.1: KEY COMPARISON OF 50 kg STAINLESS STEEL MASS STANDARD,00893,이성준,2018-06-05,METROLOGIA Tech. Suppl
"1,055","The final report for CCM.M-K7: key comparison of 5 kg, 100 g, 10 g, 5 g and 500 mg stainless steel mass standards",00893,이성준,2017-01-15,METROLOGIA Tech. Suppl
"1,056","The high resistance measurement up to 100 pΩ using a low resistance, a low voltage source and a commercial digital multimeter",00504,"유광민,이상화,강전홍,김완섭",2018-05-01,JEET(Journal of Electrical Engineering & Technology)
"1,057",The hybridizations of cobalt 3d bands with the electron band structure of the graphene/cobalt interface on a tungsten substrate,00999,"정낙관,황진웅,황춘규,N'diaye,Schmid,Denlinger",2016-08-27,Journal of the Korean Physical Society
"1,058",The impact of geometric parameters of a S-type Pitot tube on the flow velocity measurements for greenhouse gas emission monitoring,00961,"응엔도안창,최용문,이생희,강웅",2019-03-17,FLOW MEAS INSTRUM
"1,059",The interplay between Zeeman splitting and spin-orbit coupling in InAs nanowires,01131,"김범규,Sang-Jun Choi,Jae Cheol Shin,Minsoo Kim,안예환,H.-S. Sim,Ju-Jin Kim,배명호",2018-12-28,NANOSCALE
"1,060",The latest trend in magnetocardiogram measurement system technology,00651,"이용호,권혁찬,김진목,유권규",2020-12-29,Progress in Superconductivity and Cryogenics
"1,061",The mechanical and electrical properties of a single carbon nanofiber induced by applying tensile strain,00563,"전상구,장훈식,이남희,권오헌,남승훈",2015-11-01,JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY
"1,062",The New Approach for Establishing the Cellular Response Guideline for Medical Applications of Argon-Plasma Jet: Mitochondria and Colorimetric Polydiacetylene as Innovative Parameters,01097,"이효창,홍영준,남민경,임향숙,장자연,최은하,정진욱,전성호,김종만,강성만",2017-01-01,JOURNAL OF BIOMEDICAL NANOTECHNOLOGY
"1,063",The primary system for measurement of beta emitting radioactive gases at KRISS,01087,"y.seon,황상훈,이종만,이경범,허동혜,한민지",2020-06-06,APPLIED RADIATION AND ISOTOPES
"1,064",The study in the precursor adsorpyion using in-situ nanoparticle-assisted attenuated total reflectance infrared spectroscopy,00903,"신재수,박명수,정원준,박희정,윤주영,김태완,강상우",2015-07-24,APPLIED SCIENCE AND CONVERGENCE TECHNOLOGY
"1,065",The surface-to-volume ratio: a key parameter in the thermoelectric transport of topological insulator Bi2Se3 nanowires,01090,"신호선,B.Hamdou,H.Reith,H.Osterhag,J.Gooth,C.Damm,B.Rellingh,E.Pippel,K.Nielsch",2016-07-28,NANOSCALE
"1,066","Theoretical Investigation of the Reaction Mechanism of the Photoisomerization of 1,2-Dihydro-1,2-azaborine",01008,"김중한,문지원,임정식",2015-06-08,CHEMPHYSCHEM
"1,067",Theory of Scalar Wave Scattering by a Planar Substrate Containing a Sphere,00741,"박병천,김진승",2019-05-01,JOURNAL OF THE KOREAN PHYSICAL SOCIETY
"1,068",Theory of Scalar Wave Scattering by a Sphere and a Planar Substrate,00741,"박병천,김진승",2018-11-01,JOURNAL OF THE KOREAN PHYSICAL SOCIETY
"1,069",Thermal annealing of black phosphorus for etching and protection,00867,"양세나,김안순,박재성,권혁상,펑티랭,홍성웅,김경중,김정원",2018-11-01,APPLIED SURFACE SCIENCE
"1,070",Thermal Decomposition In Situ Monitoring System of the Gas Phase Cyclopentadienyl Tris(dimethylamino) Zirconium (CpZr(NMe2)3) Based on FT-IR and QMS for Atomic Layer Deposition,00840,"최은미,안종기,심섭,김하영,강고루,윤주영",2020-09-04,NANOSCALE RES LETT
"1,071",Thermal dissociation of CO molecules and carbon incorporation on the Si(111)-(7x7) surface,00554,"서언미,엄대진,신은하,김한철,구자용",2020-06-01,SURFACE SCIENCE
"1,072",Thermal outgassing rates of low-carbon steels,00986,"박종도,하태균,조복래",2016-03-01,JOURNAL OF VACUUM SCIENCE & TECHNOLOGY A
"1,073",Thermophysical properties of Inconel alloy 740 modified with titanium and aluminium,01056,"김대호,정우상,이상현",2019-12-24,INTERNATIONAL JOURNAL OF NANOTECHNOLOGY
"1,074",Thickness measurement of ultra-thin TiO2 films by mutual calibration method,00692,"신지영,민원자,장효식,김경중",2020-05-06,APPLIED SCIENCE AND CONVERGENCE TECHNOLOGY
"1,075",Thickness-dependent and anisotropic thermal conductivity of black phosphorus nanosheets,01090,"신호선,전성기,정윤환,안진호,송재용",2018-04-07,NANOSCALE
"1,076",Thickness-dependent and anisotropic thermal conductivity of black phosphorus nanosheets,00889,"신호선,전성기,정윤환,안진호,송재용",2018-04-07,NANOSCALE
"1,077",Thickness-dependent magnetic domain structures of Co ultra-thin film investigated by scanning transmission X-ray microscopy,00818,"윤지수,문경웅,이주인,김원동",2018-11-01,Current Applied Physics
"1,078",Thin-film resistance temperature detector array for the measurement of temperature distribution inside a phantom,01050,"심재경,현재엽,도일,안봉영,김용태",2018-02-01,METROLOGIA
"1,079",Thin-film resistance temperature detector array for the measurement of temperature distribution inside a phantom,00819,"심재경,현재엽,도일,안봉영,김용태",2018-02-01,METROLOGIA
"1,080",Thin-plate-type Embedded Ultrasonic Transducer Based on Magnetostriction for the Thickness Monitoring of the Secondary Piping System of a Nuclear Power Plant,00924,"허태훈,조승현",2016-12-01,Nuclear engineering and technology
"1,081",Time-Resolved PumpProbe Measurement of Optical Rotatory Dispersion in Chiral Metamaterial,01057,"우제흔,Boyoung Kang,Minji Gwon,Ji Hye Lee,Dong-Wook Kim,William Jo,Dong Ho Kim,Jeong Weon Wu",2017-04-27,ADVANCED OPTICAL MATERIALS
"1,082",Time-Resolved X-ray Spectroscopy in the Water Window: Elucidating Transient Valence Charge Distributions in an Aqueous Fe(II) Complex,01065,"조하나,Benjamin E. Van Kuiken,Kiryong Hong,Munira Khalil,Robert W. Schoenlein,Tae Kyu Kim,Nils Huse",2016-02-04,J PHYS CHEM LETT
"1,083",Tip-Enhanced Thermal Expansion Force for Nanoscale Chemical Imaging and Spectroscopy in Photoinduced Force Microscopy,01173,"장정훈,외부,이은성",2018-09-18,Analytical Chemistry
"1,084",TOF-SIMS analysis of an isocitrate dehydrogenase 1 mutation-associated oncometabolite in cancer cells,00816,"박정대,나희경,손현경,손혜영,허용민,이상원,이태걸",2018-06-01,BIOINTERPHASES
"1,085",Topological invariant prediction via deep learning,00817,이인호,2020-03-01,JOURNAL OF THE KOREAN PHYSICAL SOCIETY
"1,086","Torque Key Comparison CCM.T-K1.3. Measurand Torque: 0 N m, 500 N m, 1000 N m",00830,"김민석,K M Khaled",2015-04-01,METROLOGIA Tech. Suppl
"1,087",Total physical thickness measurement of a multi-layered wafer using a spectral-domain interferometer with an optical comb,01028,"박정재,배재석,안흘비,진종한",2017-05-29,OPTICS EXPRESS
"1,088",Touch Probe Tip Compensation Using a Novel Transformation Algorithm for Coordinate Measurements of Curved Surfaces,01101,"안희경,강혁모,김영식,양호순",2019-02-11,INTERNATIONAL JOURNAL OF PRECISION ENGINEERING AND MANUFACTURING
"1,089",Toward a magnetic resonance electrical impedance tomography in ultra-low field: A direct magnetic resonance imaging method by an external alternating current,00959,"이성주,심정현,유권규,황성민,오상원,힐첸스 잉고,김기웅",2018-04-11,APPLIED PHYSICS LETTERS
"1,090",Traceability Chain at KRISS from DC Quantum Hall Resistance to Farad using Coaxial Bridges,00964,"김단비,Dewi Kassim,김완섭,Luca Callegaro,Vincenzo Delia,Bruno Trinchera,Jan Kucera,Radek Sedlacek",2019-06-01,IEEE Transactions on Instrumentation and Measurement
"1,091",Traceable calibration for a digital real-time oscilloscope with time interleaving architecture,01007,"김동주,이주광,이동준,조치현",2018-01-01,MEASUREMENT SCIENCE AND TECHNOLOGY
"1,092",Traceable thickness measurement of ultra-thin HfO2 films by medium energy ion scattering spectroscopy,00692,"김경중,김태건,권지환,류현,박경수,민원자",2020-02-01,METROLOGIA
"1,093",Transcriptomic analysis of mitochondrial TFAM depletion changing cell morphology and proliferation,01019,"이우린,나희주,이선우,임원준,김남신,이진환,강창원",2017-12-19,SCIENTIFIC REPORTS
"1,094",Transient metal-centered states mediate isomerization of a photochromic ruthenium-sulfoxide complex,01118,"홍기룡,조하나,Amy A. Cordones,Jae Hyuk Lee,Tae Kyu Kim,Komal Garg,Martial Boggio-Pasqua,Jeffrey J. Rack,Nils Huse,Robert W. Schoenlein",2018-05-18,Nature Communications
"1,095",Transient metal-centered states mediate isomerization of a photochromic ruthenium-sulfoxide complex,01065,"홍기룡,조하나,Amy A. Cordones,Jae Hyuk Lee,Tae Kyu Kim,Komal Garg,Martial Boggio-Pasqua,Jeffrey J. Rack,Nils Huse,Robert W. Schoenlein",2018-05-18,Nature Communications
"1,096",Transition of graphene oxide-coated fiber bundles from insulator to conductor by chemical reduction,00652,"하동한,정수용,김호종,김대희,김완중,이삼녕,전용석,윤용주",2015-06-01,SYNTHETIC METALS
"1,097","Transparent, self-cleaning and waterproof surfaces with tunable micro/nano dual-scale structures",01039,"이유진,유은아,하영근",2016-07-25,NANOTECHNOLOGY
"1,098",Transporting cold atoms using an optically compensated zoom lens,00947,"이재훈,정해준,최재윤,문종철",2020-12-10,PHYSICAL REVIEW A
"1,099",Transporting cold atoms using an optically compensated zoom lens,01054,"이재훈,정해준,최재윤,문종철",2020-12-10,PHYSICAL REVIEW A
"1,100",Triangular and Sawtooth Magnetic Domains in Measuring the Dzyaloshinskii-Moriya Interaction,01070,"문경웅,최준우,김창수,윤정범,김동옥,송경미,전병선,김동석,황찬용",2018-12-06,Physical Review Applied
"1,101",Triple-Point Temperature and the Isotopic Composition of Three Coimmercial Neon Gases,00875,"양인석,감기술,정욱철,김용규",2015-08-01,Internation Journal of Thermophysics
"1,102",Truncated Hollow Cone Probe for Assessing Transepidermal Water Loss and Skin Hardness,01050,"심재경,안봉영,도일",2018-11-26,ACS SENSORS
"1,103",Tunable superconducting qudit mediated by microwave photons,00825,"조성운,배명호,강기천,김남",2015-08-01,AIP ADVANCES
"1,104",Two distinct cellular pathways leading to endothelial cell cytotoxicity by silica nanoparticle size,00787,"이장욱,이경민,박종길,김연구,김장성,한태수,조현수,박영준,이선진,이희구,김원곤,정인철,곽민정,송남웅,배광희,민정기,조영래,황병태,조민지,이나금,박종진,이상현",2019-02-05,JOURNAL OF NANOBIOTECHNOLOGY
"1,105",Two-dimensional octagonal phononic crystals for highly dense piezoelectric energy harvesting,00968,"박춘수,신용창,조수호,윤헌준,최원재,윤병동,김미소",2019-03-15,Nano Energy
"1,106",Two-tier calibrated electro-optic sensing system for intense field characterization of high-power W-band gyrotron,00954,"김석,홍영표,양종원,이동준",2016-05-16,OPTICS EXPRESS
